,state,fips,cases,deaths,employed-sugar-intake-daily
760,Vermont,50,321,16,16.7 
761,West Virginia,54,191,2,46.1 
762,Wisconsin,55,1552,33,29.7 
763,Alaska,2,146,2,26.2 
764,Arizona,4,1600,35,33.0 
765,California,6,11190,247,22.9 
766,Connecticut,9,3824,112,18.9 
767,District of Columbia,11,653,12,18.5 
768,Indiana,18,3056,94,35.9 
769,Iowa,19,614,11,34.2 
770,Kansas,20,554,14,32.4 
771,Kentucky,21,747,34,43.4 
772,Louisiana,22,9152,310,46.9 
773,Maryland,24,2331,36,28.0 
774,Minnesota,27,742,18,23.5 
775,Mississippi,28,1177,26,49.7 
776,Nebraska,31,273,6,31.1 
777,New Jersey,34,25590,539,22.7 
778,New York,36,93360,2963,23.1 
779,North Carolina,37,1858,17,42.1 
780,Ohio,39,2903,81,32.0 
781,Oklahoma,40,879,34,46.5 
782,South Carolina,45,1554,31,42.0 
783,Utah,49,1077,7,30.3 
784,Vermont,50,338,17,16.7 
785,West Virginia,54,217,2,46.1 
786,Wisconsin,55,1730,37,29.7 
787,Alaska,2,156,2,26.2 
788,Arizona,4,1769,41,33.0 
789,California,6,12569,282,22.9 
790,Connecticut,9,4915,132,18.9 
791,District of Columbia,11,757,15,18.5 
792,Indiana,18,3455,118,35.9 
793,Iowa,19,699,11,34.2 
794,Kansas,20,625,19,32.4 
795,Kentucky,21,762,34,43.4 
796,Louisiana,22,10299,370,46.9 
797,Maryland,24,2758,42,28.0 
798,Minnesota,27,789,22,23.5 
799,Mississippi,28,1358,29,49.7 
800,Nebraska,31,297,6,31.1 
801,New Jersey,34,29895,647,22.7 
802,New York,36,103689,3716,23.1 
803,North Carolina,37,2093,23,42.1 
804,Ohio,39,3312,91,32.0 
805,Oklahoma,40,989,38,46.5 
806,South Carolina,45,1700,34,42.0 
807,Utah,49,1248,7,30.3 
808,Vermont,50,389,17,16.7 
809,West Virginia,54,242,2,46.1 
810,Wisconsin,55,1916,50,29.7 
811,Alaska,2,169,3,26.2 
812,Arizona,4,2019,53,33.0 
813,California,6,13796,323,22.9 
814,Connecticut,9,5276,165,18.9 
815,District of Columbia,11,902,21,18.5 
816,Indiana,18,3975,136,35.9 
817,Iowa,19,786,11,34.2 
818,Kansas,20,702,21,32.4 
819,Kentucky,21,909,40,43.4 
820,Louisiana,22,12500,412,46.9 
821,Maryland,24,3125,54,28.0 
822,Minnesota,27,865,24,23.5 
823,Mississippi,28,1455,35,49.7 
824,Nebraska,31,339,8,31.1 
825,New Jersey,34,34124,847,22.7 
826,New York,36,115963,4535,23.1 
827,North Carolina,37,2402,30,42.1 
828,Ohio,39,3739,102,32.0 
829,Oklahoma,40,1159,42,46.5 
830,South Carolina,45,1917,40,42.0 
831,Utah,49,1426,8,30.3 
832,Vermont,50,461,20,16.7 
833,West Virginia,54,282,2,46.1 
834,Wisconsin,55,2112,60,29.7 
835,Alaska,2,183,4,26.2 
836,Arizona,4,2269,64,33.0 
837,California,6,15202,351,22.9 
838,Connecticut,9,5675,189,18.9 
839,District of Columbia,11,998,22,18.5 
840,Indiana,18,4437,151,35.9 
841,Iowa,19,868,22,34.2 
842,Kansas,20,769,23,32.4 
843,Kentucky,21,1048,44,43.4 
844,Louisiana,22,13014,477,46.9 
845,Maryland,24,3609,68,28.0 
846,Minnesota,27,935,29,23.5 
847,Mississippi,28,1638,43,49.7 
848,Nebraska,31,377,8,31.1 
849,New Jersey,34,37505,917,22.7 
850,New York,36,124085,5335,23.1 
851,North Carolina,37,2585,37,42.1 
852,Ohio,39,4043,119,32.0 
853,Oklahoma,40,1251,46,46.5 
854,South Carolina,45,2049,44,42.0 
855,Utah,49,1618,8,30.3 
856,Vermont,50,512,22,16.7 
857,West Virginia,54,325,3,46.1 
858,Wisconsin,55,2267,73,29.7 
859,Alaska,2,189,4,26.2 
860,Arizona,4,2466,67,33.0 
861,California,6,16361,386,22.9 
862,Connecticut,9,6906,206,18.9 
863,District of Columbia,11,1097,24,18.5 
864,Indiana,18,4986,171,35.9 
865,Iowa,19,946,25,34.2 
866,Kansas,20,854,25,32.4 
867,Kentucky,21,1057,52,43.4 
868,Louisiana,22,14867,512,46.9 
869,Maryland,24,4045,92,28.0 
870,Minnesota,27,986,30,23.5 
871,Mississippi,28,1738,51,49.7 
872,Nebraska,31,438,10,31.1 
873,New Jersey,34,41090,1005,22.7 
874,New York,36,133389,6149,23.1 
875,North Carolina,37,2870,42,42.1 
876,Ohio,39,4450,142,32.0 
877,Oklahoma,40,1326,51,46.5 
878,South Carolina,45,2232,48,42.0 
879,Utah,49,1662,13,30.3 
880,Vermont,50,543,23,16.7 
881,West Virginia,54,347,4,46.1 
882,Wisconsin,55,2440,83,29.7 
883,Alaska,2,211,4,26.2 
884,Arizona,4,2577,77,33.0 
885,California,6,17540,447,22.9 
886,Connecticut,9,7781,277,18.9 
887,District of Columbia,11,1211,24,18.5 
888,Indiana,18,5544,208,35.9 
889,Iowa,19,1048,26,34.2 
890,Kansas,20,905,30,32.4 
891,Kentucky,21,1289,66,43.4 
892,Louisiana,22,16284,582,46.9 
893,Maryland,24,4371,104,28.0 
894,Minnesota,27,1069,34,23.5 
895,Mississippi,28,1915,59,49.7 
896,Nebraska,31,491,12,31.1 
897,New Jersey,34,44416,1232,22.7 
898,New York,36,141703,7185,23.1 
899,North Carolina,37,3220,50,42.1 
900,Ohio,39,4783,167,32.0 
901,Oklahoma,40,1470,67,46.5 
902,South Carolina,45,2417,51,42.0 
903,Utah,49,1737,13,30.3 
904,Vermont,50,575,23,16.7 
905,West Virginia,54,413,4,46.1 
906,Wisconsin,55,2578,94,29.7 
907,Alaska,2,224,5,26.2 
908,Arizona,4,2726,80,33.0 
909,California,6,19043,506,22.9 
910,Connecticut,9,8781,335,18.9 
911,District of Columbia,11,1440,27,18.5 
912,Indiana,18,5986,246,35.9 
913,Iowa,19,1145,27,34.2 
914,Kansas,20,1055,38,32.4 
915,Kentucky,21,1393,73,43.4 
916,Louisiana,22,17030,652,46.9 
917,Maryland,24,5529,124,28.0 
918,Minnesota,27,1154,39,23.5 
919,Mississippi,28,2003,67,49.7 
920,Nebraska,31,538,14,31.1 
921,New Jersey,34,47437,1504,22.7 
922,New York,36,151271,8138,23.1 
923,North Carolina,37,3423,61,42.1 
924,Ohio,39,5149,193,32.0 
925,Oklahoma,40,1523,79,46.5 
926,South Carolina,45,2552,63,42.0 
927,Utah,49,1860,13,30.3 
928,Vermont,50,605,23,16.7 
929,West Virginia,54,483,4,46.1 
930,Wisconsin,55,2756,107,29.7 
931,Alaska,2,233,5,26.2 
932,Arizona,4,3018,89,33.0 
933,California,6,20191,548,22.9 
934,Connecticut,9,9784,380,18.9 
935,District of Columbia,11,1523,32,18.5 
936,Indiana,18,6400,295,35.9 
937,Iowa,19,1270,27,34.2 
938,Kansas,20,1116,42,32.4 
939,Kentucky,21,1525,84,43.4 
940,Louisiana,22,18283,702,46.9 
941,Maryland,24,6185,139,28.0 
942,Minnesota,27,1242,50,23.5 
943,Mississippi,28,2260,76,49.7 
944,Nebraska,31,594,15,31.1 
945,New Jersey,34,51027,1700,22.7 
946,New York,36,162036,9166,23.1 
947,North Carolina,37,3651,74,42.1 
948,Ohio,39,5513,213,32.0 
949,Oklahoma,40,1683,80,46.5 
950,South Carolina,45,2792,67,42.0 
951,Utah,49,1980,13,30.3 
952,Vermont,50,628,23,16.7 
953,West Virginia,54,524,5,46.1 
954,Wisconsin,55,2885,116,29.7 
955,Alaska,2,244,5,26.2 
956,Arizona,4,3112,97,33.0 
957,California,6,21366,594,22.9 
958,Connecticut,9,10538,448,18.9 
959,District of Columbia,11,1660,38,18.5 
960,Indiana,18,6960,353,35.9 
961,Iowa,19,1388,31,34.2 
962,Kansas,20,1180,50,32.4 
963,Kentucky,21,1702,90,43.4 
964,Louisiana,22,19253,755,46.9 
965,Maryland,24,6968,172,28.0 
966,Minnesota,27,1335,57,23.5 
967,Mississippi,28,2469,82,49.7 
968,Nebraska,31,678,18,31.1 
969,New Jersey,34,54588,1932,22.7 
970,New York,36,172830,10162,23.1 
971,North Carolina,37,3906,78,42.1 
972,Ohio,39,5879,231,32.0 
973,Oklahoma,40,1794,88,46.5 
974,South Carolina,45,3065,72,42.0 
975,Utah,49,2103,17,30.3 
976,Vermont,50,679,24,16.7 
977,West Virginia,54,537,5,46.1 
978,Wisconsin,55,3068,131,29.7 
979,Alaska,2,255,6,26.2 
980,Arizona,4,3393,112,33.0 
981,California,6,22421,632,22.9 
982,Connecticut,9,11510,494,18.9 
983,District of Columbia,11,1778,47,18.5 
984,Indiana,18,7494,389,35.9 
985,Iowa,19,1510,34,34.2 
986,Kansas,20,1282,55,32.4 
987,Kentucky,21,1851,94,43.4 
988,Louisiana,22,20014,806,46.9 
989,Maryland,24,7694,207,28.0 
990,Minnesota,27,1427,64,23.5 
991,Mississippi,28,2642,93,49.7 
992,Nebraska,31,718,18,31.1 
993,New Jersey,34,58151,2183,22.7 
994,New York,36,182990,11159,23.1 
995,North Carolina,37,4310,86,42.1 
996,Ohio,39,6251,247,32.0 
997,Oklahoma,40,1868,93,46.5 
998,South Carolina,45,3207,80,42.0 
999,Utah,49,2208,18,30.3 
1000,Vermont,50,711,24,16.7 
1001,West Virginia,54,593,6,46.1 
1002,Wisconsin,55,3213,141,29.7 
1003,Alaska,2,270,6,26.2 
1004,Arizona,4,3539,117,33.0 
1005,California,6,23323,676,22.9 
1006,Connecticut,9,12035,554,18.9 
1007,District of Columbia,11,1875,50,18.5 
1008,Indiana,18,7990,405,35.9 
1009,Iowa,19,1587,41,34.2 
1010,Kansas,20,1337,56,32.4 
1011,Kentucky,21,1963,98,43.4 
1012,Louisiana,22,20595,840,46.9 
1013,Maryland,24,8225,236,28.0 
1014,Minnesota,27,1621,70,23.5 
1015,Mississippi,28,2781,96,49.7 
1016,Nebraska,31,805,18,31.1 
1017,New Jersey,34,61850,2350,22.7 
1018,New York,36,191425,12116,23.1 
1019,North Carolina,37,4520,86,42.1 
1020,Ohio,39,6605,253,32.0 
1021,Oklahoma,40,1970,96,46.5 
1022,South Carolina,45,3319,82,42.0 
1023,Utah,49,2305,18,30.3 
1024,Vermont,50,727,26,16.7 
1025,West Virginia,54,615,8,46.1 
1026,Wisconsin,55,3341,145,29.7 
1027,Alaska,2,275,6,26.2 
1028,Arizona,4,3702,122,33.0 
1029,California,6,24334,725,22.9 
1030,Connecticut,9,13381,602,18.9 
1031,District of Columbia,11,1955,52,18.5 
1032,Indiana,18,8300,414,35.9 
1033,Iowa,19,1710,44,34.2 
1034,Kansas,20,1384,63,32.4 
1035,Kentucky,21,2048,106,43.4 
1036,Louisiana,22,21016,884,46.9 
1037,Maryland,24,8936,262,28.0 
1038,Minnesota,27,1650,70,23.5 
1039,Mississippi,28,2942,98,49.7 
1040,Nebraska,31,870,19,31.1 
1041,New Jersey,34,64584,2443,22.7 
1042,New York,36,197973,12998,23.1 
1043,North Carolina,37,4788,91,42.1 
1044,Ohio,39,6975,274,32.0 
1045,Oklahoma,40,2069,98,46.5 
1046,South Carolina,45,3439,87,42.0 
1047,Utah,49,2368,18,30.3 
1048,Vermont,50,748,27,16.7 
1049,West Virginia,54,638,9,46.1 
1050,Wisconsin,55,3428,155,29.7 
1051,Alaska,2,283,7,26.2 
1052,Arizona,4,3806,131,33.0 
1053,California,6,25758,778,22.9 
1054,Connecticut,9,13989,671,18.9 
1055,District of Columbia,11,2058,67,18.5 
1056,Indiana,18,8598,458,35.9 
1057,Iowa,19,1899,44,34.2 
1058,Kansas,20,1440,69,32.4 
1059,Kentucky,21,2210,115,43.4 
1060,Louisiana,22,21518,1013,46.9 
1061,Maryland,24,9472,302,28.0 
1062,Minnesota,27,1695,79,23.5 
1063,Mississippi,28,3087,111,49.7 
1064,Nebraska,31,930,21,31.1 
1065,New Jersey,34,68824,2805,22.7 
1066,New York,36,205375,14001,23.1 
1067,North Carolina,37,4992,116,42.1 
1068,Ohio,39,7280,324,32.0 
1069,Oklahoma,40,2184,109,46.5 
1070,South Carolina,45,3553,97,42.0 
1071,Utah,49,2420,19,30.3 
1072,Vermont,50,752,28,16.7 
1073,West Virginia,54,697,10,46.1 
1074,Wisconsin,55,3555,172,29.7 
1075,Alaska,2,291,7,26.2 
1076,Arizona,4,3962,142,33.0 
1077,California,6,27107,885,22.9 
1078,Connecticut,9,14755,868,18.9 
1079,District of Columbia,11,2197,72,18.5 
1080,Indiana,18,9030,511,35.9 
1081,Iowa,19,1995,53,34.2 
1082,Kansas,20,1503,76,32.4 
1083,Kentucky,21,2295,124,43.4 
1084,Louisiana,22,21951,1103,46.9 
1085,Maryland,24,10096,413,28.0 
1086,Minnesota,27,1809,87,23.5 
1087,Mississippi,28,3360,122,49.7 
1088,Nebraska,31,994,22,31.1 
1089,New Jersey,34,71030,3156,22.7 
1090,New York,36,217130,14937,23.1 
1091,North Carolina,37,5123,128,42.1 
1092,Ohio,39,7791,361,32.0 
1093,Oklahoma,40,2263,123,46.5 
1094,South Carolina,45,3656,107,42.0 
1095,Utah,49,2549,20,30.3 
1096,Vermont,50,759,29,16.7 
1097,West Virginia,54,725,12,46.1 
1098,Wisconsin,55,3721,184,29.7 
1099,Alaska,2,298,7,26.2 
1100,Arizona,4,4234,152,33.0 
1101,California,6,28142,971,22.9 
1102,Connecticut,9,15884,971,18.9 
1103,District of Columbia,11,2350,81,18.5 
1104,Indiana,18,9619,554,35.9 
1105,Iowa,19,2141,60,34.2 
1106,Kansas,20,1595,80,32.4 
1107,Kentucky,21,2429,131,43.4 
1108,Louisiana,22,22532,1156,46.9 
1109,Maryland,24,10851,459,28.0 
1110,Minnesota,27,1912,94,23.5 
1111,Mississippi,28,3624,129,49.7 
1112,Nebraska,31,1094,24,31.1 
1113,New Jersey,34,75317,3518,22.7 
1114,New York,36,225761,15669,23.1 
1115,North Carolina,37,5463,140,42.1 
1116,Ohio,39,8414,389,32.0 
1117,Oklahoma,40,2357,131,46.5 
1118,South Carolina,45,3931,109,42.0 
1119,Utah,49,2687,21,30.3 
1120,Vermont,50,768,34,16.7 
1121,West Virginia,54,739,13,46.1 
1122,Wisconsin,55,3875,197,29.7 
1123,Alaska,2,307,7,26.2 
1124,Arizona,4,4507,174,33.0 
1125,California,6,29398,1050,22.9 
1126,Connecticut,9,16809,1036,18.9 
1127,District of Columbia,11,2476,86,18.5 
1128,Indiana,18,10235,599,35.9 
1129,Iowa,19,2332,64,34.2 
1130,Kansas,20,1732,84,32.4 
1131,Kentucky,21,2522,140,43.4 
1132,Louisiana,22,23118,1213,46.9 
1133,Maryland,24,11641,494,28.0 
1134,Minnesota,27,2071,111,23.5 
1135,Mississippi,28,3793,140,49.7 
1136,Nebraska,31,1216,24,31.1 
1137,New Jersey,34,78467,3840,22.7 
1138,New York,36,233293,16473,23.1 
1139,North Carolina,37,5859,159,42.1 
1140,Ohio,39,9107,418,32.0 
1141,Oklahoma,40,2465,136,46.5 
1142,South Carolina,45,4086,116,42.0 
1143,Utah,49,2813,23,30.3 
1144,Vermont,50,779,34,16.7 
1145,West Virginia,54,776,16,46.1 
1146,Wisconsin,55,4045,205,29.7 
1147,Alaska,2,312,7,26.2 
1148,Arizona,4,4719,181,33.0 
1149,California,6,30829,1146,22.9 
1150,Connecticut,9,17550,1086,18.9 
1151,District of Columbia,11,2666,91,18.5 
1152,Indiana,18,10730,633,35.9 
1153,Iowa,19,2513,74,34.2 
1154,Kansas,20,1820,86,32.4 
1155,Kentucky,21,2707,145,43.4 
1156,Louisiana,22,23580,1267,46.9 
1157,Maryland,24,12379,534,28.0 
1158,Minnesota,27,2213,121,23.5 
1159,Mississippi,28,3974,152,49.7 
1160,Nebraska,31,1348,28,31.1 
1161,New Jersey,34,81420,4070,22.7 
1162,New York,36,240542,17141,23.1 
1163,North Carolina,37,6140,175,42.1 
1164,Ohio,39,10222,451,32.0 
1165,Oklahoma,40,2570,139,46.5 
1166,South Carolina,45,4246,119,42.0 
1167,Utah,49,2942,25,30.3 
1168,Vermont,50,803,36,16.7 
1169,West Virginia,54,825,18,46.1 
1170,Wisconsin,55,4199,212,29.7 
1171,Alaska,2,317,7,26.2 
1172,Arizona,4,4929,188,33.0 
1173,California,6,31544,1176,22.9 
1174,Connecticut,9,17962,1127,18.9 
1175,District of Columbia,11,2793,96,18.5 
1176,Indiana,18,11301,652,35.9 
1177,Iowa,19,2915,75,34.2 
1178,Kansas,20,1897,94,32.4 
1179,Kentucky,21,2960,149,43.4 
1180,Louisiana,22,23928,1296,46.9 
1181,Maryland,24,12892,548,28.0 
1182,Minnesota,27,2356,134,23.5 
1183,Mississippi,28,4274,159,49.7 
1184,Nebraska,31,1473,28,31.1 
1185,New Jersey,34,85301,4202,22.7 
1186,New York,36,246741,17793,23.1 
1187,North Carolina,37,6493,183,42.1 
1188,Ohio,39,11602,471,32.0 
1189,Oklahoma,40,2599,140,46.5 
1190,South Carolina,45,4377,120,42.0 
1191,Utah,49,3071,27,30.3 
1192,Vermont,50,812,36,16.7 
1193,West Virginia,54,890,20,46.1 
1194,Wisconsin,55,4346,222,29.7 
1195,Alaska,2,319,7,26.2 
1196,Arizona,4,5064,191,33.0 
1197,California,6,33862,1223,22.9 
1198,Connecticut,9,19815,1331,18.9 
1199,District of Columbia,11,2927,105,18.5 
1200,Indiana,18,11784,666,35.9 
1201,Iowa,19,3175,79,34.2 
1202,Kansas,20,2030,101,32.4 
1203,Kentucky,21,3050,155,43.4 
1204,Louisiana,22,24523,1328,46.9 
1205,Maryland,24,13750,582,28.0 
1206,Minnesota,27,2470,143,23.5 
1207,Mississippi,28,4512,169,49.7 
1208,Nebraska,31,1646,33,31.1 
1209,New Jersey,34,88806,4377,22.7 
1210,New York,36,251608,18412,23.1 
1211,North Carolina,37,6764,187,42.1 
1212,Ohio,39,12919,509,32.0 
1213,Oklahoma,40,2680,143,46.5 
1214,South Carolina,45,4439,124,42.0 
1215,Utah,49,3213,28,30.3 
1216,Vermont,50,816,37,16.7 
1217,West Virginia,54,908,26,46.1 
1218,Wisconsin,55,4564,231,29.7 
1219,Alaska,2,327,7,26.2 
1220,Arizona,4,5251,213,33.0 
1221,California,6,35844,1316,22.9 
1222,Connecticut,9,20360,1423,18.9 
1223,District of Columbia,11,3098,112,18.5 
1224,Indiana,18,12214,731,35.9 
1225,Iowa,19,3641,83,34.2 
1226,Kansas,20,2114,107,32.4 
1227,Kentucky,21,3193,172,43.4 
1228,Louisiana,22,24854,1405,46.9 
1229,Maryland,24,14261,652,28.0 
1230,Minnesota,27,2567,160,23.5 
1231,Mississippi,28,4716,183,49.7 
1232,Nebraska,31,1726,38,31.1 
1233,New Jersey,34,92387,4753,22.7 
1234,New York,36,255932,19040,23.1 
1235,North Carolina,37,6951,217,42.1 
1236,Ohio,39,13725,557,32.0 
1237,Oklahoma,40,2807,164,46.5 
1238,South Carolina,45,4608,135,42.0 
1239,Utah,49,3301,32,30.3 
1240,Vermont,50,818,39,16.7 
1241,West Virginia,54,929,26,46.1 
1242,Wisconsin,55,4691,243,29.7 
1243,Alaska,2,333,7,26.2 
1244,Arizona,4,5459,236,33.0 
1245,California,6,37573,1425,22.9 
1246,Connecticut,9,22469,1544,18.9 
1247,District of Columbia,11,3206,127,18.5 
1248,Indiana,18,12575,764,35.9 
1249,Iowa,19,3764,90,34.2 
1250,Kansas,20,2291,111,32.4 
1251,Kentucky,21,3373,185,43.4 
1252,Louisiana,22,25317,1532,46.9 
1253,Maryland,24,14842,698,28.0 
1254,Minnesota,27,2721,179,23.5 
1255,Mississippi,28,4894,193,49.7 
1256,Nebraska,31,1826,42,31.1 
1257,New Jersey,34,95865,5063,22.7 
1258,New York,36,261591,19647,23.1 
1259,North Carolina,37,7220,242,42.1 
1260,Ohio,39,14117,610,32.0 
1261,Oklahoma,40,2894,169,46.5 
1262,South Carolina,45,4761,140,42.0 
1263,Utah,49,3451,34,30.3 
1264,Vermont,50,823,39,16.7 
1265,West Virginia,54,939,29,46.1 
1266,Wisconsin,55,4915,247,29.7 
1267,Alaska,2,335,7,26.2 
1268,Arizona,4,5769,257,33.0 
1269,California,6,39534,1548,22.9 
1270,Connecticut,9,23100,1639,18.9 
1271,District of Columbia,11,3361,139,18.5 
1272,Indiana,18,13196,811,35.9 
1273,Iowa,19,3939,96,34.2 
1274,Kansas,20,2626,112,32.4 
1275,Kentucky,21,3548,194,43.4 
1276,Louisiana,22,25798,1599,46.9 
1277,Maryland,24,15805,748,28.0 
1278,Minnesota,27,2942,200,23.5 
1279,Mississippi,28,5153,201,49.7 
1280,Nebraska,31,2190,46,31.1 
1281,New Jersey,34,99989,5368,22.7 
1282,New York,36,267932,20212,23.1 
1283,North Carolina,37,7608,253,42.1 
1284,Ohio,39,14694,656,32.0 
1285,Oklahoma,40,3017,179,46.5 
1286,South Carolina,45,4917,150,42.0 
1287,Utah,49,3621,35,30.3 
1288,Vermont,50,825,42,16.7 
1289,West Virginia,54,981,31,46.1 
1290,Wisconsin,55,5125,257,29.7 
1291,Alaska,2,337,7,26.2 
1292,Arizona,4,6045,268,33.0 
1293,California,6,41368,1619,22.9 
1294,Connecticut,9,23921,1764,18.9 
1295,District of Columbia,11,3528,153,18.5 
1296,Indiana,18,13848,851,35.9 
1297,Iowa,19,4459,107,34.2 
1298,Kansas,20,2842,117,32.4 
1299,Kentucky,21,3779,203,43.4 
1300,Louisiana,22,26199,1660,46.9 
1301,Maryland,24,16693,798,28.0 
1302,Minnesota,27,3185,221,23.5 
1303,Mississippi,28,5434,209,49.7 
1304,Nebraska,31,2474,50,31.1 
1305,New Jersey,34,102196,5617,22.7 
1306,New York,36,276218,20759,23.1 
1307,North Carolina,37,8052,270,42.1 
1308,Ohio,39,15169,690,32.0 
1309,Oklahoma,40,3120,188,46.5 
1310,South Carolina,45,5070,157,42.0 
1311,Utah,49,3782,39,30.3 
1312,Vermont,50,827,43,16.7 
1313,West Virginia,54,1010,32,46.1 
1314,Wisconsin,55,5431,262,29.7 
1315,Alaska,2,337,7,26.2 
1316,Arizona,4,6280,275,33.0 
1317,California,6,42590,1692,22.9 
1318,Connecticut,9,24582,1862,18.9 
1319,District of Columbia,11,3699,165,18.5 
1320,Indiana,18,14567,897,35.9 
1321,Iowa,19,5109,112,34.2 
1322,Kansas,20,3091,119,32.4 
1323,Kentucky,21,3905,208,43.4 
1324,Louisiana,22,26571,1703,46.9 
1325,Maryland,24,17844,875,28.0 
1326,Minnesota,27,3446,244,23.5 
1327,Mississippi,28,5718,221,49.7 
1328,Nebraska,31,2898,52,31.1 
1329,New Jersey,34,105523,5863,22.7 
1330,New York,36,286901,21326,23.1 
1331,North Carolina,37,8548,304,42.1 
1332,Ohio,39,15587,711,32.0 
1333,Oklahoma,40,3193,194,46.5 
1334,South Carolina,45,5253,166,42.0 
1335,Utah,49,3950,41,30.3 
1336,Vermont,50,843,45,16.7 
1337,West Virginia,54,1025,33,46.1 
1338,Wisconsin,55,5762,266,29.7 
1339,Alaska,2,339,7,26.2 
1340,Arizona,4,6526,277,33.0 
1341,California,6,43691,1716,22.9 
1342,Connecticut,9,25269,1925,18.9 
1343,District of Columbia,11,3841,178,18.5 
1344,Indiana,18,15187,928,35.9 
1345,Iowa,19,5490,118,34.2 
1346,Kansas,20,3198,120,32.4 
1347,Kentucky,21,4074,211,43.4 
1348,Louisiana,22,26832,1729,46.9 
1349,Maryland,24,18664,910,28.0 
1350,Minnesota,27,3602,272,23.5 
1351,Mississippi,28,5911,227,49.7 
1352,Nebraska,31,3126,54,31.1 
1353,New Jersey,34,109038,5938,22.7 
1354,New York,36,292914,21804,23.1 
1355,North Carolina,37,8830,309,42.1 
1356,Ohio,39,15963,728,32.0 
1357,Oklahoma,40,3253,195,46.5 
1358,South Carolina,45,5490,174,42.0 
1359,Utah,49,4123,41,30.3 
1360,Vermont,50,851,45,16.7 
1361,West Virginia,54,1054,34,46.1 
1362,Wisconsin,55,5986,274,29.7 
1363,Alaska,2,343,7,26.2 
1364,Arizona,4,6716,277,33.0 
1365,California,6,45208,1800,22.9 
1366,Connecticut,9,25997,2012,18.9 
1367,District of Columbia,11,3892,185,18.5 
1368,Indiana,18,16137,932,35.9 
1369,Iowa,19,5868,127,34.2 
1370,Kansas,20,3407,126,32.4 
1371,Kentucky,21,4146,216,43.4 
1372,Louisiana,22,27111,1740,46.9 
1373,Maryland,24,19574,945,28.0 
1374,Minnesota,27,3816,286,23.5 
1375,Mississippi,28,6094,229,49.7 
1376,Nebraska,31,3487,54,31.1 
1377,New Jersey,34,111188,6044,22.7 
1378,New York,36,296991,22267,23.1 
1379,North Carolina,37,9035,331,42.1 
1380,Ohio,39,16325,753,32.0 
1381,Oklahoma,40,3280,197,46.5 
1382,South Carolina,45,5613,177,42.0 
1383,Utah,49,4236,41,30.3 
1384,Vermont,50,855,46,16.7 
1385,West Virginia,54,1078,37,46.1 
1386,Wisconsin,55,6164,281,29.7 
1387,Alaska,2,349,7,26.2 
1388,Arizona,4,6948,297,33.0 
1389,California,6,46570,1884,22.9 
1390,Connecticut,9,26312,2089,18.9 
1391,District of Columbia,11,3994,190,18.5 
1392,Indiana,18,16783,992,35.9 
1393,Iowa,19,6376,136,34.2 
1394,Kansas,20,3601,127,32.4 
1395,Kentucky,21,4375,231,43.4 
1396,Louisiana,22,27329,1801,46.9 
1397,Maryland,24,20200,1016,28.0 
1398,Minnesota,27,4181,301,23.5 
1399,Mississippi,28,6342,239,49.7 
1400,Nebraska,31,3613,56,31.1 
1401,New Jersey,34,113856,6442,22.7 
1402,New York,36,300276,22777,23.1 
1403,North Carolina,37,9568,353,42.1 
1404,Ohio,39,16769,799,32.0 
1405,Oklahoma,40,3410,207,46.5 
1406,South Carolina,45,5735,192,42.0 
1407,Utah,49,4343,45,30.3 
1408,Vermont,50,862,46,16.7 
1409,West Virginia,54,1096,38,46.1 
1410,Wisconsin,55,6389,300,29.7 
1411,Alaska,2,353,7,26.2 
1412,Arizona,4,7202,308,33.0 
1413,California,6,48904,1961,22.9 
1414,Connecticut,9,26767,2168,18.9 
1415,District of Columbia,11,4106,205,18.5 
1416,Indiana,18,17409,1065,35.9 
1417,Iowa,19,6843,148,34.2 
1418,Kansas,20,3811,132,32.4 
1419,Kentucky,21,4538,235,43.4 
1420,Louisiana,22,27703,1845,46.9 
1421,Maryland,24,20942,1078,28.0 
1422,Minnesota,27,4644,319,23.5 
1423,Mississippi,28,6569,250,49.7 
1424,Nebraska,31,3876,67,31.1 
1425,New Jersey,34,116264,6770,22.7 
1426,New York,36,304994,23287,23.1 
1427,North Carolina,37,9947,366,42.1 
1428,Ohio,39,17303,937,32.0 
1429,Oklahoma,40,3473,214,46.5 
1430,South Carolina,45,5881,232,42.0 
1431,Utah,49,4499,45,30.3 
1432,Vermont,50,862,46,16.7 
1433,West Virginia,54,1110,40,46.1 
1434,Wisconsin,55,6621,308,29.7 
1435,Alaska,2,353,7,26.2 
1436,Arizona,4,7648,320,33.0 
1437,California,6,50470,2057,22.9 
1438,Connecticut,9,27700,2257,18.9 
1439,District of Columbia,11,4323,224,18.5 
1440,Indiana,18,18099,1114,35.9 
1441,Iowa,19,7145,162,34.2 
1442,Kansas,20,4305,133,32.4 
1443,Kentucky,21,4708,240,43.4 
1444,Louisiana,22,28044,1905,46.9 
1445,Maryland,24,21825,1139,28.0 
1446,Minnesota,27,5136,343,23.5 
1447,Mississippi,28,6815,261,49.7 
1448,Nebraska,31,4332,70,31.1 
1449,New Jersey,34,118652,7228,22.7 
1450,New York,36,309696,23616,23.1 
1451,North Carolina,37,10507,385,42.1 
1452,Ohio,39,18027,975,32.0 
1453,Oklahoma,40,3618,222,46.5 
1454,South Carolina,45,6095,244,42.0 
1455,Utah,49,4672,46,30.3 
1456,Vermont,50,866,48,16.7 
